"province","city","date","price","compare"
"甘肃","平凉","2018-10-31","6352","2.18%↑"
"甘肃","平凉","2018-09-30","6217","3.18%↑"
"甘肃","平凉","2018-08-31","6026","1.55%↓"
"甘肃","平凉","2018-07-31","6121","3.6%↑"
"甘肃","平凉","2018-06-30","5909","2.16%↓"
"甘肃","平凉","2018-05-31","6040","--"
"甘肃","平凉","2018-04-30","6724","2.96%↑"
"甘肃","平凉","2018-03-31","6531","0.18%↑"
"甘肃","平凉","2018-02-28","6836","0.64%↑"
"甘肃","平凉","2018-01-31","6793","0.67%↑"
"甘肃","武威","2018-12-31","6641","2.66%↑"
"甘肃","武威","2018-11-30","6470","1.61%↓"
"甘肃","武威","2018-10-31","6577","4.55%↑"
"甘肃","武威","2018-09-30","6291","6.02%↑"
"甘肃","武威","2018-08-31","5934","7.88%↑"
"甘肃","武威","2018-07-31","5501","5.43%↓"
"甘肃","武威","2018-06-30","5818","--"
"甘肃","庆阳","2018-12-31","7174","1.07%↑"
"甘肃","庆阳","2018-11-30","7099","1.49%↑"
"甘肃","庆阳","2018-10-31","6995","2.12%↑"
"甘肃","庆阳","2018-09-30","6850","1.95%↑"
"甘肃","庆阳","2018-08-31","6719","1.55%↑"
"甘肃","庆阳","2018-07-31","6617","2.82%↑"
"甘肃","庆阳","2018-06-30","6436","2.34%↑"
"甘肃","庆阳","2018-05-31","6289","--"
"甘肃","庆阳","2018-04-30","6166","1.36%↑"
"甘肃","庆阳","2018-03-31","6084","0.05%↑"
"甘肃","庆阳","2018-02-28","6048","0.09%↑"
"甘肃","庆阳","2018-01-31","6043","0.88%↑"
"甘肃","天水","2018-12-31","8136","1.44%↑"
"甘肃","天水","2018-11-30","8021","3%↑"
"甘肃","天水","2018-10-31","7788","1.67%↓"
"甘肃","天水","2018-09-30","7920","12.12%↑"
"甘肃","天水","2018-08-31","7799","7.26%↑"
"甘肃","天水","2018-07-31","7623","22%↓"
"甘肃","天水","2018-06-30","7131","--"
"甘肃","兰州","2018-12-31","11636","1.02%↑"
"甘肃","兰州","2018-11-30","11519","2.13%↑"
"甘肃","兰州","2018-10-31","11279","2.08%↑"
"甘肃","兰州","2018-09-30","11050","1.4%↑"
"甘肃","兰州","2018-08-31","10898","2.32%↑"
"甘肃","兰州","2018-07-31","10651","1.48%↑"
"甘肃","兰州","2018-06-30","10497","1.49%↑"
"甘肃","兰州","2018-05-31","10343","--"
"甘肃","兰州","2018-04-30","10325","1.14%↑"
"甘肃","兰州","2018-03-31","10210","0.02%↑"
"甘肃","兰州","2018-02-28","10069","0.7%↑"
"甘肃","兰州","2018-01-31","10000","0.11%↑"
"甘肃","定西","2017-12-31","5218","0.01%↑"
"甘肃","定西","2017-11-30","5193","4.67%↑"
"甘肃","定西","2017-10-31","4962","0.04%↑"
"甘肃","定西","2017-09-30","4893","0.01%↓"
"甘肃","定西","2017-08-31","4894","--"
"甘肃","定西","2017-07-31","4894","--"
"甘肃","定西","2017-06-30","4894","0.14%↑"
"甘肃","定西","2017-05-31","4887","0.01%↑"
"甘肃","定西","2017-04-30","4880","0.04%↑"
"甘肃","定西","2017-03-31","4879","0.1%↑"
"甘肃","定西","2017-02-28","4871","--"
"甘肃","定西","2017-01-31","4871","0.06%↑"
"甘肃","庆阳","2017-12-31","5991","0.04%↑"
"甘肃","庆阳","2017-11-30","5967","0.08%↑"
"甘肃","庆阳","2017-10-31","5963","0.01%↑"
"甘肃","庆阳","2017-09-30","5954","0.8%↑"
"甘肃","庆阳","2017-08-31","5907","0.83%↑"
"甘肃","庆阳","2017-07-31","5859","0.05%↑"
"甘肃","庆阳","2017-06-30","5680","0.18%↓"
"甘肃","庆阳","2017-05-31","5690","0.01%↑"
"甘肃","庆阳","2017-04-30","5438","0.71%↑"
"甘肃","庆阳","2017-03-31","5400","0.11%↑"
"甘肃","庆阳","2017-02-28","5380","0.04%↓"
"甘肃","庆阳","2017-01-31","5382","1.25%↓"
"甘肃","平凉","2017-12-31","6748","0.02%↑"
"甘肃","平凉","2017-11-30","6639","2.86%↑"
"甘肃","平凉","2017-10-31","6455","0.06%↑"
"甘肃","平凉","2017-09-30","6386","0.38%↑"
"甘肃","平凉","2017-08-31","6363","0.14%↓"
"甘肃","平凉","2017-07-31","6373","0.04%↓"
"甘肃","平凉","2017-06-30","6405","0.39%↓"
"甘肃","平凉","2017-05-31","6430","0.01%↓"
"甘肃","平凉","2017-04-30","6487","4.67%↑"
"甘肃","平凉","2017-03-31","6198","0.21%↑"
"甘肃","平凉","2017-02-28","6133","1.19%↑"
"甘肃","平凉","2017-01-31","6061","1.34%↓"
"甘肃","兰州","2017-12-31","9989","0.01%↑"
"甘肃","兰州","2017-11-30","9951","1.1%↑"
"甘肃","兰州","2017-10-31","9843","0.02%↑"
"甘肃","兰州","2017-09-30","9915","0.65%↓"
"甘肃","兰州","2017-08-31","9980","1.5%↑"
"甘肃","兰州","2017-07-31","9833","0.04%↑"
"甘肃","兰州","2017-06-30","9712","0.92%↑"
"甘肃","兰州","2017-05-31","9624","0.03%↑"
"甘肃","兰州","2017-04-30","9567","1.13%↑"
"甘肃","兰州","2017-03-31","9461","0.02%↓"
"甘肃","兰州","2017-02-28","9442","0.88%↑"
"甘肃","兰州","2017-01-31","9360","3.84%↑"
"甘肃","定西","2016-12-31","4868","0.07%↓"
"甘肃","定西","2016-11-30","4872","0.46%↑"
"甘肃","定西","2016-10-31","4850","0.25%↑"
"甘肃","定西","2016-09-30","4838","0.42%↑"
"甘肃","定西","2016-08-31","4818","1.36%↓"
"甘肃","定西","2016-07-31","4885","1.13%↑"
"甘肃","定西","2016-06-30","4831","2.37%↑"
"甘肃","定西","2016-05-31","4720","1.79%↑"
"甘肃","定西","2016-04-30","4638","0.63%↓"
"甘肃","定西","2016-03-31","4668","3.21%↓"
"甘肃","定西","2016-02-29","4823","5.25%↑"
"甘肃","定西","2016-01-31","4583","--"
"甘肃","庆阳","2016-12-31","5451","9.03%↑"
"甘肃","庆阳","2016-11-30","5000","2.27%↑"
"甘肃","庆阳","2016-10-31","4889","4.15%↓"
"甘肃","庆阳","2016-09-30","5101","3.11%↑"
"甘肃","庆阳","2016-08-31","4947","3.15%↑"
"甘肃","庆阳","2016-07-31","4796","--"
"甘肃","庆阳","2016-06-30","4796","--"
"甘肃","平凉","2016-12-31","6144","0.31%↑"
"甘肃","平凉","2016-11-30","6126","4.12%↑"
"甘肃","平凉","2016-10-31","5884","0.12%↑"
"甘肃","平凉","2016-09-30","5877","0.31%↑"
"甘肃","平凉","2016-08-31","5859","0.62%↑"
"甘肃","平凉","2016-07-31","5824","1.06%↑"
"甘肃","平凉","2016-06-30","5763","1.13%↑"
"甘肃","平凉","2016-05-31","5699","3.43%↑"
"甘肃","平凉","2016-04-30","5511","1.82%↑"
"甘肃","平凉","2016-03-31","5413","0.28%↓"
"甘肃","平凉","2016-02-29","5429","6.77%↑"
"甘肃","平凉","2016-01-31","5085","--"
"甘肃","兰州","2016-12-31","9014","0.89%↑"
"甘肃","兰州","2016-11-30","8935","2.89%↑"
"甘肃","兰州","2016-10-31","8685","1.32%↓"
"甘肃","兰州","2016-09-30","8802","0.68%↓"
"甘肃","兰州","2016-08-31","8862","0.65%↑"
"甘肃","兰州","2016-07-31","8805","0.09%↓"
"甘肃","兰州","2016-06-30","8813","0.26%↓"
"甘肃","兰州","2016-05-31","8836","0.44%↑"
"甘肃","兰州","2016-04-30","8798","2.62%↑"
"甘肃","兰州","2016-03-31","8574","0.88%↑"
"甘肃","兰州","2016-02-29","8500","0.42%↑"
"甘肃","兰州","2016-01-31","8465","7.49%↓"
"广东","中山","2011-12-31","5476","4.45%↓"
"广东","中山","2011-11-30","5731","4.91%↓"
"广东","中山","2011-10-31","6027","--"
"广东","中山","2012-12-31","4885","2.32%↓"
"广东","中山","2012-11-30","5001","1.56%↓"
"广东","中山","2012-10-31","5080","0.96%↓"
"广东","中山","2012-09-30","5129","1.28%↑"
"广东","中山","2012-08-31","5064","1.32%↑"
"广东","中山","2012-07-31","4998","1.28%↑"
"广东","中山","2012-06-30","4935","0.74%↓"
"广东","中山","2012-05-31","4972","0.66%↓"
"广东","中山","2012-04-30","5005","5.05%↓"
"广东","中山","2012-03-31","5271","2.15%↓"
"广东","中山","2012-02-29","5387","0.43%↑"
"广东","中山","2012-01-31","5364","--"
"广东","中山","2013-12-31","5241","0.48%↑"
"广东","中山","2013-11-30","5216","0.54%↑"
"广东","中山","2013-10-31","5188","1.14%↓"
"广东","中山","2013-09-30","5248","0.27%↑"
"广东","中山","2013-08-31","5234","0.77%↑"
"广东","中山","2013-07-31","5194","1.58%↑"
"广东","中山","2013-06-30","5113","1.93%↑"
"广东","中山","2013-05-31","5016","0.81%↓"
"广东","中山","2013-04-30","5057","0.98%↓"
"广东","中山","2013-03-31","5107","1.81%↑"
"广东","中山","2013-02-28","5016","1.77%↑"
"广东","中山","2013-01-31","4929","0.9%↑"
"广东","惠州","2014-12-31","5585","3.71%↑"
"广东","惠州","2014-11-30","5385","4.49%↓"
"广东","惠州","2014-10-31","5638","4.28%↓"
"广东","惠州","2014-09-30","5890","4.29%↓"
"广东","惠州","2014-08-31","6154","5.88%↑"
"广东","惠州","2014-07-31","5812","0.33%↑"
"广东","惠州","2014-06-30","5793","0.75%↑"
"广东","惠州","2014-05-31","5750","1.09%↑"
"广东","惠州","2014-04-30","5688","0.53%↑"
"广东","惠州","2014-03-31","5658","4.06%↑"
"广东","惠州","2014-02-28","5437","0.37%↓"
"广东","惠州","2014-01-31","5457","0.42%↓"
"广东","清远","2015-12-31","3834","1%↓"
"广东","清远","2015-11-30","3862","5%↓"
"广东","清远","2015-10-31","4049","--"
"广东","清远","2015-09-30","4049","5%↑"
"广东","清远","2015-08-31","3847","5%↑"
"广东","清远","2015-07-31","3650","--"
"广东","清远","2015-06-30","3645","--"
"广东","清远","2015-05-31","3643","3%↓"
"广东","清远","2015-04-30","3763","--"
"广东","阳江","2015-12-31","4177","2%↑"
"广东","阳江","2015-11-30","4105","2%↓"
"广东","阳江","2015-10-31","4193","3%↑"
"广东","阳江","2015-09-30","4056","--"
"广东","阳江","2015-08-31","4070","5%↓"
"广东","阳江","2015-07-31","4286","1%↑"
"广东","阳江","2015-06-30","4259","--"
"广东","阳江","2015-05-31","4247","2%↑"
"广东","阳江","2015-04-30","4181","--"
"广东","韶关","2015-12-31","4598","5%↓"
"广东","韶关","2015-11-30","4843","3%↓"
"广东","韶关","2015-10-31","4969","1%↑"
"广东","韶关","2015-09-30","4905","5%↓"
"广东","韶关","2015-08-31","5185","--"
"广东","韶关","2015-07-31","4002","2%↓"
"广东","韶关","2015-06-30","4093","3%↑"
"广东","韶关","2015-05-31","3969","3%↑"
"广东","韶关","2015-04-30","3867","--"
"广东","江门","2015-12-31","5043","37%↑"
"广东","江门","2015-11-30","3673","11%↑"
"广东","江门","2015-10-31","3309","6%↑"
"广东","江门","2015-09-30","3132","8%↓"
"广东","江门","2015-08-31","3409","9%↓"
"广东","江门","2015-07-31","3755","17%↓"
"广东","江门","2015-06-30","4538","11%↑"
"广东","江门","2015-05-31","4081","8%↑"
"广东","江门","2015-04-30","3795","7%↓"
"广东","江门","2015-03-31","4071","--"
"广东","揭阳","2015-12-31","5526","5%↑"
"广东","揭阳","2015-11-30","5280","4%↓"
"广东","揭阳","2015-10-31","5515","2%↑"
"广东","揭阳","2015-09-30","5389","3%↑"
"广东","揭阳","2015-08-31","5252","9%↑"
"广东","揭阳","2015-07-31","4804","--"
"广东","揭阳","2015-06-30","4823","1%↓"
"广东","揭阳","2015-05-31","4852","1%↑"
"广东","揭阳","2015-04-30","4795","--"
"广东","肇庆","2015-12-31","5537","2%↑"
"广东","肇庆","2015-11-30","5419","3%↑"
"广东","肇庆","2015-10-31","5266","5%↓"
"广东","肇庆","2015-09-30","5526","4%↓"
"广东","肇庆","2015-08-31","5772","1%↑"
"广东","肇庆","2015-07-31","5739","--"
"广东","肇庆","2015-06-30","4869","1%↑"
"广东","肇庆","2015-05-31","4843","--"
"广东","肇庆","2015-04-30","4827","--"
"广东","茂名","2015-12-31","5585","--"
"广东","茂名","2015-11-30","5592","4%↓"
"广东","茂名","2015-10-31","5801","2%↑"
"广东","茂名","2015-09-30","5707","2%↓"
"广东","茂名","2015-08-31","5794","9%↑"
"广东","茂名","2015-07-31","5339","1%↑"
"广东","茂名","2015-06-30","5286","1%↓"
"广东","茂名","2015-05-31","5339","2%↑"
"广东","茂名","2015-04-30","5224","--"
"广东","湛江","2015-12-31","5627","5%↑"
"广东","湛江","2015-11-30","5359","1%↓"
"广东","湛江","2015-10-31","5439","7%↓"
"广东","湛江","2015-09-30","5822","--"
"广东","湛江","2015-08-31","5829","--"
"广东","湛江","2015-07-31","4342","2%↑"
"广东","湛江","2015-06-30","4268","1%↑"
"广东","湛江","2015-05-31","4221","1%↓"
"广东","湛江","2015-04-30","4253","--"
"广东","中山","2015-12-31","5925","2%↑"
"广东","中山","2015-11-30","5791","2%↑"
"广东","中山","2015-10-31","5703","--"
"广东","中山","2015-09-30","5701","1%↓"
"广东","中山","2015-08-31","5759","3%↓"
"广东","中山","2015-07-31","5959","3%↑"
"广东","中山","2015-06-30","5788","3%↓"
"广东","中山","2015-05-31","5967","3%↑"
"广东","中山","2015-04-30","5777","2%↑"
"广东","中山","2015-03-31","5688","11%↓"
"广东","中山","2015-02-28","6366","1%↑"
"广东","中山","2015-01-31","6285","--"
"广东","佛山","2015-12-31","6082","1%↓"
"广东","佛山","2015-11-30","6117","--"
"广东","佛山","2015-10-31","6113","1%↓"
"广东","佛山","2015-09-30","6180","--"
"广东","佛山","2015-08-31","6180","--"
"广东","佛山","2015-07-31","6153","--"
"广东","佛山","2015-06-30","6158","2%↑"
"广东","佛山","2015-05-31","6066","2%↑"
"广东","佛山","2015-04-30","5940","1%↑"
"广东","佛山","2015-03-31","5858","1%↑"
"广东","佛山","2015-02-28","5791","--"
"广东","佛山","2015-01-31","5802","--"
"广东","惠州","2015-12-31","6125","2%↑"
"广东","惠州","2015-11-30","6022","--"
"广东","惠州","2015-10-31","6027","--"
"广东","惠州","2015-09-30","6000","2%↓"
"广东","惠州","2015-08-31","6112","1%↑"
"广东","惠州","2015-07-31","6025","2%↑"
"广东","惠州","2015-06-30","5885","3%↑"
"广东","惠州","2015-05-31","5715","4%↑"
"广东","惠州","2015-04-30","5517","5%↑"
"广东","惠州","2015-03-31","5269","1%↑"
"广东","惠州","2015-02-28","5211","2%↓"
"广东","惠州","2015-01-31","5332","1%↓"
"广东","汕头","2015-12-31","7479","--"
"广东","汕头","2015-11-30","3916","3%↓"
"广东","汕头","2015-10-31","6151","22%↑"
"广东","汕头","2015-09-30","5055","3%↑"
"广东","汕头","2015-08-31","4897","--"
"广东","汕头","2015-07-31","3863","1%↓"
"广东","汕头","2015-06-30","3883","--"
"广东","汕头","2015-05-31","3884","4%↑"
"广东","汕头","2015-04-30","3750","--"
"广东","河源","2015-12-31","8223","14%↑"
"广东","河源","2015-11-30","7211","--"
"广东","河源","2015-10-31","7246","15%↓"
"广东","河源","2015-09-30","8483","4%↑"
"广东","河源","2015-08-31","8125","9%↑"
"广东","河源","2015-07-31","7487","12%↑"
"广东","河源","2015-06-30","6703","2%↓"
"广东","河源","2015-05-31","6812","--"
"广东","河源","2015-04-30","4047","--"
"广东","东莞","2015-12-31","8371","--"
"广东","东莞","2015-11-30","8411","2%↓"
"广东","东莞","2015-10-31","8542","3%↓"
"广东","东莞","2015-09-30","8775","1%↓"
"广东","东莞","2015-08-31","8863","--"
"广东","东莞","2015-07-31","8849","--"
"广东","东莞","2015-06-30","8811","1%↑"
"广东","东莞","2015-05-31","8688","1%↑"
"广东","东莞","2015-04-30","8603","--"
"广东","东莞","2015-03-31","8626","2%↑"
"广东","东莞","2015-02-28","8425","5%↑"
"广东","东莞","2015-01-31","8045","2%↑"
"广东","珠海","2015-12-31","14980","3%↑"
"广东","珠海","2015-11-30","14547","--"
"广东","珠海","2015-10-31","14553","3%↑"
"广东","珠海","2015-09-30","14180","2%↑"
"广东","珠海","2015-08-31","13929","2%↑"
"广东","珠海","2015-07-31","13694","2%↑"
"广东","珠海","2015-06-30","13457","2%↑"
"广东","珠海","2015-05-31","13228","1%↑"
"广东","珠海","2015-04-30","13051","1%↓"
"广东","珠海","2015-03-31","13156","1%↑"
"广东","珠海","2015-02-28","13068","3%↑"
"广东","珠海","2015-01-31","12719","4%↑"
"广东","广州","2015-12-31","20016","--"
"广东","广州","2015-11-30","19996","--"
"广东","广州","2015-10-31","19921","--"
"广东","广州","2015-09-30","19988","--"
"广东","广州","2015-08-31","19997","--"
"广东","广州","2015-07-31","20014","1%↑"
"广东","广州","2015-06-30","19902","2%↑"
"广东","广州","2015-05-31","19562","1%↑"
"广东","广州","2015-04-30","19417","2%↑"
"广东","广州","2015-03-31","19024","1%↑"
"广东","广州","2015-02-28","18851","--"
"广东","广州","2015-01-31","18792","1%↑"
"广东","深圳","2015-12-31","41494","5%↑"
"广东","深圳","2015-11-30","39451","2%↓"
"广东","深圳","2015-10-31","40118","--"
"广东","深圳","2015-09-30","40230","1%↑"
"广东","深圳","2015-08-31","39972","--"
"广东","深圳","2015-07-31","39900","9%↑"
"广东","深圳","2015-06-30","36762","10%↑"
"广东","深圳","2015-05-31","33384","8%↑"
"广东","深圳","2015-04-30","30791","5%↑"
"广东","深圳","2015-03-31","29436","1%↑"
"广东","深圳","2015-02-28","29110","--"
"广东","深圳","2015-01-31","28993","3%↑"
"广东","佛山","2014-12-31","6075","1.17%↓"
"广东","佛山","2014-11-30","6147","0.69%↓"
"广东","佛山","2014-10-31","6190","0.72%↑"
"广东","佛山","2014-09-30","6146","0.63%↓"
"广东","佛山","2014-08-31","6185","0.5%↓"
"广东","佛山","2014-07-31","6216","1.47%↓"
"广东","佛山","2014-06-30","6309","0.72%↓"
"广东","佛山","2014-05-31","6355","0.36%↓"
"广东","佛山","2014-04-30","6378","0.28%↑"
"广东","佛山","2014-03-31","6360","0.46%↑"
"广东","佛山","2014-02-28","6331","0.44%↑"
"广东","佛山","2014-01-31","6303","0.38%↑"
"广东","中山","2014-12-31","6447","4.81%↑"
"广东","中山","2014-11-30","6151","6.92%↑"
"广东","中山","2014-10-31","5753","2.09%↑"
"广东","中山","2014-09-30","5635","0.45%↑"
"广东","中山","2014-08-31","5610","12.33%↓"
"广东","中山","2014-07-31","6399","3.19%↓"
"广东","中山","2014-06-30","6610","17.55%↑"
"广东","中山","2014-05-31","5623","4.71%↑"
"广东","中山","2014-04-30","5370","1.01%↓"
"广东","中山","2014-03-31","5425","1.23%↑"
"广东","中山","2014-02-28","5359","1.34%↑"
"广东","中山","2014-01-31","5288","0.9%↑"
"广东","东莞","2014-12-31","7926","0.8%↑"
"广东","东莞","2014-11-30","7863","1.23%↓"
"广东","东莞","2014-10-31","7961","0.09%↑"
"广东","东莞","2014-09-30","7954","4.15%↓"
"广东","东莞","2014-08-31","8298","1.03%↓"
"广东","东莞","2014-07-31","8384","0.34%↓"
"广东","东莞","2014-06-30","8413","1.43%↑"
"广东","东莞","2014-05-31","8294","4.78%↑"
"广东","东莞","2014-04-30","7916","1.63%↑"
"广东","东莞","2014-03-31","7789","1.68%↓"
"广东","东莞","2014-02-28","7922","3.06%↑"
"广东","东莞","2014-01-31","7687","1%↑"
"广东","珠海","2014-12-31","12231","1.62%↓"
"广东","珠海","2014-11-30","12432","1.15%↑"
"广东","珠海","2014-10-31","12291","1.07%↓"
"广东","珠海","2014-09-30","12424","1.22%↓"
"广东","珠海","2014-08-31","12577","2.74%↓"
"广东","珠海","2014-07-31","12931","1.54%↓"
"广东","珠海","2014-06-30","13133","1.76%↑"
"广东","珠海","2014-05-31","12906","5.73%↑"
"广东","珠海","2014-04-30","12207","1.67%↑"
"广东","珠海","2014-03-31","12006","1.06%↑"
"广东","珠海","2014-02-28","11880","2.1%↑"
"广东","珠海","2014-01-31","11636","2.38%↑"
"广东","广州","2014-12-31","18564","2.67%↑"
"广东","广州","2014-11-30","18081","4.29%↑"
"广东","广州","2014-10-31","17338","0.15%↑"
"广东","广州","2014-09-30","17312","0.79%↓"
"广东","广州","2014-08-31","17450","1.77%↓"
"广东","广州","2014-07-31","17764","3.67%↓"
"广东","广州","2014-06-30","18440","1.69%↓"
"广东","广州","2014-05-31","18757","1.49%↓"
"广东","广州","2014-04-30","19040","2.16%↓"
"广东","广州","2014-03-31","19460","2.55%↑"
"广东","广州","2014-02-28","18977","0.44%↑"
"广东","广州","2014-01-31","18893","1.64%↓"
"广东","深圳","2014-12-31","28117","0.02%↓"
"广东","深圳","2014-11-30","28123","1.68%↑"
"广东","深圳","2014-10-31","27658","4.09%↑"
"广东","深圳","2014-09-30","26570","--"
"广东","深圳","2014-08-31","26570","0.44%↓"
"广东","深圳","2014-07-31","26688","4.67%↑"
"广东","深圳","2014-06-30","25498","2.27%↓"
"广东","深圳","2014-05-31","26090","0.02%↑"
"广东","深圳","2014-04-30","26084","1.85%↑"
"广东","深圳","2014-03-31","25611","1.85%↑"
"广东","深圳","2014-02-28","25147","1.07%↑"
"广东","深圳","2014-01-31","24881","0.12%↓"
"广东","惠州","2013-12-31","5480","2%↓"
"广东","惠州","2013-11-30","5592","2.68%↓"
"广东","惠州","2013-10-31","5746","1.23%↑"
"广东","惠州","2013-09-30","5676","0.37%↓"
"广东","惠州","2013-08-31","5697","1.23%↓"
"广东","惠州","2013-07-31","5768","0.62%↓"
"广东","惠州","2013-06-30","5804","1.52%↑"
"广东","惠州","2013-05-31","5717","5.52%↑"
"广东","惠州","2013-04-30","5418","2.17%↓"
"广东","惠州","2013-03-31","5538","4.8%↓"
"广东","惠州","2013-02-28","5817","1.84%↓"
"广东","惠州","2013-01-31","5926","4%↑"
"广东","佛山","2013-12-31","6279","0.46%↑"
"广东","佛山","2013-11-30","6250","0.27%↓"
"广东","佛山","2013-10-31","6267","0.49%↓"
"广东","佛山","2013-09-30","6298","0.38%↑"
"广东","佛山","2013-08-31","6274","0.29%↑"
"广东","佛山","2013-07-31","6256","0.42%↑"
"广东","佛山","2013-06-30","6230","0.19%↓"
"广东","佛山","2013-05-31","6242","0.4%↑"
"广东","佛山","2013-04-30","6217","2.24%↑"
"广东","佛山","2013-03-31","6081","0.81%↑"
"广东","佛山","2013-02-28","6032","0.02%↓"
"广东","佛山","2013-01-31","6033","0.5%↑"
"广东","东莞","2013-12-31","7611","1.28%↑"
"广东","东莞","2013-11-30","7515","--"
"广东","东莞","2013-10-31","7515","0.94%↑"
"广东","东莞","2013-09-30","7445","0.26%↑"
"广东","东莞","2013-08-31","7426","1.97%↓"
"广东","东莞","2013-07-31","7575","2.05%↑"
"广东","东莞","2013-06-30","7423","0.83%↑"
"广东","东莞","2013-05-31","7362","1.67%↑"
"广东","东莞","2013-04-30","7241","2.42%↑"
"广东","东莞","2013-03-31","7070","2.01%↑"
"广东","东莞","2013-02-28","6931","1.6%↑"
"广东","东莞","2013-01-31","6822","1.35%↑"
"广东","珠海","2013-12-31","11365","3.07%↑"
"广东","珠海","2013-11-30","11026","2.08%↑"
"广东","珠海","2013-10-31","10801","1.14%↑"
"广东","珠海","2013-09-30","10679","1.1%↑"
"广东","珠海","2013-08-31","10563","2.6%↑"
"广东","珠海","2013-07-31","10295","2.5%↑"
"广东","珠海","2013-06-30","10044","0.44%↑"
"广东","珠海","2013-05-31","10000","0.74%↑"
"广东","珠海","2013-04-30","9927","3.35%↑"
"广东","珠海","2013-03-31","9605","2.6%↑"
"广东","珠海","2013-02-28","9362","0.61%↓"
"广东","珠海","2013-01-31","9419","0.38%↓"
"广东","广州","2013-12-31","19208","1.94%↓"
"广东","广州","2013-11-30","19589","0.74%↑"
"广东","广州","2013-10-31","19445","2.28%↑"
"广东","广州","2013-09-30","19011","3.93%↑"
"广东","广州","2013-08-31","18293","3.01%↑"
"广东","广州","2013-07-31","17759","1.39%↑"
"广东","广州","2013-06-30","17515","1.22%↑"
"广东","广州","2013-05-31","17304","1.97%↓"
"广东","广州","2013-04-30","17651","0.08%↓"
"广东","广州","2013-03-31","17665","1.39%↑"
"广东","广州","2013-02-28","17423","2.47%↑"
"广东","广州","2013-01-31","17003","2.71%↑"
"广东","深圳","2013-12-31","24910","0.78%↑"
"广东","深圳","2013-11-30","24718","0.64%↑"
"广东","深圳","2013-10-31","24560","1.52%↑"
"广东","深圳","2013-09-30","24192","6.41%↑"
"广东","深圳","2013-08-31","22734","6.07%↑"
"广东","深圳","2013-07-31","21434","1.19%↑"
"广东","深圳","2013-06-30","21181","2.35%↓"
"广东","深圳","2013-05-31","21690","0.49%↑"
"广东","深圳","2013-04-30","21584","3.79%↑"
"广东","深圳","2013-03-31","20796","4.42%↑"
"广东","深圳","2013-02-28","19915","1.87%↑"
"广东","深圳","2013-01-31","19550","1.31%↑"
"广东","惠州","2012-12-31","5698","1.84%↑"
"广东","惠州","2012-11-30","5595","0.11%↓"
"广东","惠州","2012-10-31","5601","0.23%↓"
"广东","惠州","2012-09-30","5614","1.04%↑"
"广东","惠州","2012-08-31","5556","--"
"广东","惠州","2012-07-31","5556","0.07%↑"
"广东","惠州","2012-06-30","5552","3.06%↑"
"广东","惠州","2012-05-31","5387","0.64%↑"
"广东","惠州","2012-04-30","5353","0.69%↓"
"广东","惠州","2012-03-31","5390","5.36%↑"
"广东","惠州","2012-02-29","5116","7.92%↓"
"广东","惠州","2012-01-31","5556","--"
"广东","佛山","2012-12-31","6003","1.32%↑"
"广东","佛山","2012-11-30","5925","0.34%↑"
"广东","佛山","2012-10-31","5905","0.1%↓"
"广东","佛山","2012-09-30","5911","0.08%↓"
"广东","佛山","2012-08-31","5916","0.92%↑"
"广东","佛山","2012-07-31","5862","0.79%↑"
"广东","佛山","2012-06-30","5816","1.64%↓"
"广东","佛山","2012-05-31","5913","1.53%↓"
"广东","佛山","2012-04-30","6005","1.05%↓"
"广东","佛山","2012-03-31","6069","1.2%↓"
"广东","佛山","2012-02-29","6143","0.28%↓"
"广东","佛山","2012-01-31","6160","--"
"广东","东莞","2012-12-31","6731","0.68%↓"
"广东","东莞","2012-11-30","6777","0.88%↑"
"广东","东莞","2012-10-31","6718","0.25%↑"
"广东","东莞","2012-09-30","6701","0.87%↑"
"广东","东莞","2012-08-31","6643","0.26%↓"
"广东","东莞","2012-07-31","6660","1.44%↓"
"广东","东莞","2012-06-30","6757","0.37%↓"
"广东","东莞","2012-05-31","6782","0.37%↑"
"广东","东莞","2012-04-30","6757","1.44%↑"
"广东","东莞","2012-03-31","6661","3.18%↑"
"广东","东莞","2012-02-29","6456","0.12%↓"
"广东","东莞","2012-01-31","6464","--"
"广东","珠海","2012-12-31","9455","0.35%↑"
"广东","珠海","2012-11-30","9422","1.36%↑"
"广东","珠海","2012-10-31","9296","1.12%↓"
"广东","珠海","2012-09-30","9401","0.79%↑"
"广东","珠海","2012-08-31","9327","0.82%↑"
"广东","珠海","2012-07-31","9251","0.49%↓"
"广东","珠海","2012-06-30","9297","1.21%↓"
"广东","珠海","2012-05-31","9411","1.3%↑"
"广东","珠海","2012-04-30","9290","2.6%↓"
"广东","珠海","2012-03-31","9538","2.42%↓"
"广东","珠海","2012-02-29","9775","5.37%↓"
"广东","珠海","2012-01-31","10330","--"
"广东","广州","2012-12-31","16555","2.15%↑"
"广东","广州","2012-11-30","16207","2.02%↑"
"广东","广州","2012-10-31","15886","0.84%↑"
"广东","广州","2012-09-30","15754","1.86%↑"
"广东","广州","2012-08-31","15467","1.45%↑"
"广东","广州","2012-07-31","15246","0.62%↑"
"广东","广州","2012-06-30","15152","0.03%↑"
"广东","广州","2012-05-31","15148","0.36%↓"
"广东","广州","2012-04-30","15203","0.08%↓"
"广东","广州","2012-03-31","15215","0.14%↑"
